epoch,accuracy,iou,loss,lr,val_accuracy,val_iou,val_loss
28,0.883856475353241,0.8291457295417786,0.26861655712127686,1.0000001e-05,0.8434138298034668,0.5714285969734192,0.32420027256011963
29,0.8840142488479614,0.8341708779335022,0.26819270849227905,1.0000001e-05,0.8435232043266296,0.5714285969734192,0.3240126669406891
30,0.8841699957847595,0.8341708779335022,0.26777297258377075,1.0000001e-05,0.8436892628669739,0.5714285969734192,0.32372865080833435
31,0.8843311071395874,0.8341708779335022,0.2673566937446594,1.0000001e-05,0.843792200088501,0.5714285969734192,0.32351627945899963
32,0.8844985365867615,0.8341708779335022,0.2669433653354645,1.0000001e-05,0.843837320804596,0.5714285969734192,0.32335928082466125
33,0.8846766948699951,0.8341708779335022,0.26653164625167847,1.0000001e-05,0.8439345359802246,0.5714285969734192,0.32319265604019165
34,0.8848469257354736,0.8341708779335022,0.26612287759780884,1.0000001e-05,0.8440083861351013,0.5714285969734192,0.32301315665245056
35,0.8850221633911133,0.8341708779335022,0.2657149136066437,1.0000001e-05,0.844139039516449,0.5714285969734192,0.3228062689304352
36,0.8851984143257141,0.8341708779335022,0.26530858874320984,1.0000001e-05,0.8442419171333313,0.5714285969734192,0.3226262032985687
37,0.8853795528411865,0.8341708779335022,0.26490503549575806,1.0000001e-05,0.844294011592865,0.5714285969734192,0.32249441742897034
38,0.8855617046356201,0.8341708779335022,0.26450222730636597,1.0000001e-05,0.8445131182670593,0.5714285969734192,0.32216086983680725
39,0.8857492208480835,0.8341708779335022,0.26410114765167236,1.0000001e-05,0.8445864319801331,0.5714285969734192,0.3220459222793579
40,0.8859209418296814,0.8341708779335022,0.26370322704315186,1.0000001e-05,0.8447322249412537,0.5714285969734192,0.3218005299568176
41,0.8860951066017151,0.8341708779335022,0.26330652832984924,1.0000001e-05,0.8449540138244629,0.5714285969734192,0.32149580121040344
42,0.8862674832344055,0.8341708779335022,0.2629130482673645,1.0000001e-05,0.8450522422790527,0.5714285969734192,0.32135865092277527
43,0.8864365816116333,0.8341708779335022,0.26252129673957825,1.0000001e-05,0.8452258110046387,0.5714285969734192,0.3211328685283661
44,0.8865993022918701,0.8341708779335022,0.2621322274208069,1.0000001e-05,0.8453633785247803,0.5714285969734192,0.32092398405075073
45,0.8867638111114502,0.8341708779335022,0.2617461383342743,1.0000001e-05,0.8453969359397888,0.5714285969734192,0.32083964347839355
46,0.8869385719299316,0.8341708779335022,0.26135894656181335,1.0000001e-05,0.8456150889396667,0.5714285969734192,0.32053765654563904
47,0.8871058821678162,0.8341708779335022,0.26096904277801514,1.0000001e-05,0.8458091616630554,0.5714285969734192,0.32025784254074097
48,0.8872785568237305,0.8341708779335022,0.2605763375759125,1.0000001e-05,0.8460677266120911,0.5714285969734192,0.31993401050567627
49,0.8874456286430359,0.8341708779335022,0.2601836919784546,1.0000001e-05,0.8462693095207214,0.5714285969734192,0.319681316614151
50,0.8876229524612427,0.8341708779335022,0.2597895562648773,1.0000001e-05,0.8465446829795837,0.5714285969734192,0.3193250894546509
51,0.8877879977226257,0.8341708779335022,0.25940024852752686,1.0000001e-05,0.8468315005302429,0.5714285969734192,0.3189477324485779
52,0.8879495859146118,0.8341708779335022,0.2590109705924988,1.0000001e-05,0.8470320701599121,0.5714285969734192,0.318687379360199
53,0.8881176710128784,0.8341708779335022,0.2586216926574707,1.0000001e-05,0.8472468852996826,0.5714285969734192,0.3184525668621063
54,0.8882842659950256,0.8341708779335022,0.2582358419895172,1.0000001e-05,0.8474494814872742,0.5714285969734192,0.31817978620529175
55,0.8884505033493042,0.8341708779335022,0.2578519284725189,1.0000001e-05,0.8477301597595215,0.5714285969734192,0.31782466173171997
56,0.8886056542396545,0.8341708779335022,0.2574761211872101,1.0000001e-05,0.8479166030883789,0.5714285969734192,0.3175751566886902
57,0.8887603878974915,0.8341708779335022,0.25709351897239685,1.0000001e-05,0.8480298519134521,0.5714285969734192,0.31745845079421997
58,0.8889158368110657,0.839195966720581,0.2567131817340851,1.0000001e-05,0.8481242656707764,0.5714285969734192,0.3172534704208374
59,0.889049768447876,0.8442211151123047,0.2563467025756836,1.0000001e-05,0.8483810424804688,0.5714285969734192,0.31696364283561707
60,0.8891974091529846,0.8442211151123047,0.255962073802948,1.0000001e-05,0.8482531309127808,0.5714285969734192,0.31708016991615295
61,0.8893203139305115,0.8442211151123047,0.25560176372528076,1.0000001e-05,0.8486785292625427,0.5714285969734192,0.31655770540237427
62,0.8894670009613037,0.8442211151123047,0.25521790981292725,1.0000001e-05,0.848627507686615,0.5714285969734192,0.31657424569129944
63,0.8895901441574097,0.8442211151123047,0.254858136177063,1.0000001e-05,0.8489871025085449,0.5714285969734192,0.3161640465259552
64,0.8897324800491333,0.8442211151123047,0.25447842478752136,1.0000001e-05,0.848930299282074,0.5714285969734192,0.31612348556518555
65,0.8898565173149109,0.8442211151123047,0.2541120648384094,1.0000001e-05,0.849278450012207,0.5714285969734192,0.31578314304351807
66,0.8899882435798645,0.8442211151123047,0.2537306249141693,1.0000001e-05,0.8490997552871704,0.5714285969734192,0.31593772768974304
67,0.8901077508926392,0.8442211151123047,0.25336751341819763,1.0000001e-05,0.8495320081710815,0.5918367505073547,0.31541165709495544
68,0.8902448415756226,0.8542713522911072,0.25298619270324707,1.0000001e-05,0.8494677543640137,0.5918367505073547,0.3153623640537262
69,0.8903630971908569,0.8542713522911072,0.25262683629989624,1.0000001e-05,0.8499095439910889,0.5918367505073547,0.3148205876350403
70,0.890503466129303,0.8542713522911072,0.25224214792251587,1.0000001e-05,0.8497171401977539,0.5918367505073547,0.31500667333602905
71,0.890620231628418,0.8542713522911072,0.25188153982162476,1.0000001e-05,0.8500769734382629,0.5918367505073547,0.3145730197429657
72,0.8907567858695984,0.8542713522911072,0.25149622559547424,1.0000001e-05,0.8498713970184326,0.5918367505073547,0.31470030546188354
73,0.8908748626708984,0.8542713522911072,0.25113680958747864,1.0000001e-05,0.8502163887023926,0.5918367505073547,0.3142456114292145
74,0.8910123705863953,0.8542713522911072,0.25074896216392517,1.0000001e-05,0.8500900268554688,0.5918367505073547,0.314394474029541
75,0.8911370038986206,0.8542713522911072,0.25038373470306396,1.0000001e-05,0.850574254989624,0.5918367505073547,0.31377869844436646
76,0.8912835717201233,0.8542713522911072,0.24999961256980896,1.0000001e-05,0.8504674434661865,0.5918367505073547,0.313826322555542
77,0.8914204239845276,0.8542713522911072,0.24962523579597473,1.0000001e-05,0.8507575988769531,0.5918367505073547,0.3135209381580353
78,0.8915631175041199,0.8542713522911072,0.2492372691631317,1.0000001e-05,0.8507074117660522,0.5918367505073547,0.3134886622428894
79,0.8916997909545898,0.8542713522911072,0.24886107444763184,1.0000001e-05,0.851032018661499,0.5918367505073547,0.3131435215473175
80,0.8918555974960327,0.8542713522911072,0.248467817902565,1.0000001e-05,0.8508123159408569,0.5918367505073547,0.31330549716949463
81,0.8919820189476013,0.8592965006828308,0.24809564650058746,1.0000001e-05,0.8512127995491028,0.5918367505073547,0.3127864599227905
82,0.8921372294425964,0.8592965006828308,0.24769924581050873,1.0000001e-05,0.8511707782745361,0.5918367505073547,0.3127044141292572
83,0.8922733068466187,0.8592965006828308,0.2473195493221283,1.0000001e-05,0.851527214050293,0.5918367505073547,0.31234636902809143
84,0.8924309015274048,0.8643215894699097,0.24692381918430328,1.0000001e-05,0.8514105081558228,0.5918367505073547,0.31234556436538696
85,0.8925660252571106,0.8643215894699097,0.246543288230896,1.0000001e-05,0.8517224788665771,0.5918367505073547,0.31200867891311646
86,0.892719030380249,0.8643215894699097,0.24614468216896057,1.0000001e-05,0.8516530990600586,0.5918367505073547,0.31194326281547546
87,0.8928587436676025,0.8643215894699097,0.24576374888420105,1.0000001e-05,0.8520122170448303,0.5918367505073547,0.31156808137893677
88,0.8930161595344543,0.8693467378616333,0.245361328125,1.0000001e-05,0.8518944382667542,0.5918367505073547,0.3116162419319153
89,0.893153965473175,0.8693467378616333,0.244981050491333,1.0000001e-05,0.8522722721099854,0.5918367505073547,0.31119197607040405
90,0.8933089375495911,0.8693467378616333,0.24458171427249908,1.0000001e-05,0.8524085283279419,0.5918367505073547,0.31103646755218506
91,0.893466055393219,0.8693467378616333,0.24418611824512482,1.0000001e-05,0.8523098826408386,0.5918367505073547,0.311094731092453
92,0.893617570400238,0.8693467378616333,0.2438025176525116,1.0000001e-05,0.852678656578064,0.5918367505073547,0.3107426166534424
93,0.8937824964523315,0.8693467378616333,0.24340218305587769,1.0000001e-05,0.8526644110679626,0.5918367505073547,0.3107158839702606
94,0.8939310312271118,0.8693467378616333,0.24302251636981964,1.0000001e-05,0.853040337562561,0.5918367505073547,0.31031522154808044
95,0.8940830230712891,0.8693467378616333,0.24263523519039154,1.0000001e-05,0.853212296962738,0.5918367505073547,0.310245543718338
96,0.8942420482635498,0.8693467378616333,0.24224242568016052,1.0000001e-05,0.8531278371810913,0.5918367505073547,0.3102797269821167
97,0.8943853974342346,0.8693467378616333,0.24187122285366058,1.0000001e-05,0.8534751534461975,0.5918367505073547,0.3100506067276001
98,0.8945401310920715,0.8693467378616333,0.24148684740066528,1.0000001e-05,0.8537008166313171,0.6122449040412903,0.3098102807998657
99,0.8946967124938965,0.8743718862533569,0.24110282957553864,1.0000001e-05,0.853615403175354,0.6122449040412903,0.3098919093608856
